City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Mingyue,43.1069,128.9217,64.83,99,100,3.11,CN,2022-06-22 20:06:42
295,Zakamensk,50.3741,103.2863,48.94,92,7,1.59,RU,2022-06-22 20:06:42
296,Sharan,54.8167,54.0,57.22,90,78,6.91,RU,2022-06-22 20:06:42
297,Cayenne,4.9333,-52.3333,84.09,33,0,2.3,GF,2022-06-22 20:06:43
298,Yenotayevka,47.2456,47.0281,73.17,52,99,4.74,RU,2022-06-22 20:06:43
299,Adrar,20.5022,-10.0711,94.55,26,2,15.84,MR,2022-06-22 20:06:43
300,Fort Nelson,58.8053,-122.7002,53.44,95,100,8.28,CA,2022-06-22 20:06:44
301,Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,100,100,6.71,RU,2022-06-22 20:06:44
302,Auki,-8.7676,160.7034,77.05,87,74,4.05,SB,2022-06-22 20:06:44
303,Olafsvik,64.8945,-23.7142,45.39,69,54,19.48,IS,2022-06-22 20:06:45
304,Umm Lajj,25.0213,37.2685,80.38,61,0,7.58,SA,2022-06-22 20:06:45
305,Tuktoyaktuk,69.4541,-133.0374,50.97,52,100,0.51,CA,2022-06-22 20:06:45
306,Cabedelo,-6.9811,-34.8339,72.27,86,100,8.28,BR,2022-06-22 20:06:46
307,Mildura,-34.2,142.15,46.08,92,100,8.41,AU,2022-06-22 20:06:46
308,Itarema,-2.9248,-39.9167,78.69,82,26,12.48,BR,2022-06-22 20:06:48
309,Gravelbourg,49.8834,-106.5512,79.16,31,13,16.64,CA,2022-06-22 20:06:49
310,San Felipe,10.3399,-68.7425,90.34,43,43,4.47,VE,2022-06-22 20:06:49
311,Gouloure,12.2306,-1.9289,82.11,58,65,7.52,BF,2022-06-22 20:06:50
312,Abu Samrah,35.3029,37.1841,74.17,58,0,12.82,SY,2022-06-22 20:06:50
313,Hohhot,40.8106,111.6522,65.03,57,0,0.51,CN,2022-06-22 20:06:50
314,Ust-Nera,64.5667,143.2,60.42,79,13,7.47,RU,2022-06-22 20:06:51
315,Napa,38.4832,-122.3344,101.35,14,1,3.0,US,2022-06-22 20:02:22
316,Key Largo,25.0865,-80.4473,86.0,69,24,17.96,US,2022-06-22 20:06:51
317,Sungairaya,0.7,108.9,77.45,89,100,2.86,ID,2022-06-22 20:06:51
318,Okha,53.5739,142.9478,51.21,89,44,13.53,RU,2022-06-22 20:06:52
319,Lochgilphead,56.038,-5.4321,57.02,86,100,2.08,GB,2022-06-22 20:06:52
320,Kang,-23.6752,22.7876,56.61,29,91,6.89,BW,2022-06-22 20:07:52
321,Mitsamiouli,-11.3847,43.2844,77.07,66,6,9.31,KM,2022-06-22 20:07:53
322,Mantua,45.1667,10.7833,78.04,79,8,6.69,IT,2022-06-22 20:07:53
323,Bom Jesus,-9.0744,-44.3586,90.23,26,18,9.19,BR,2022-06-22 20:07:53
324,Ndola,-12.9587,28.6366,52.2,69,0,5.82,ZM,2022-06-22 20:07:54
325,Milos,36.75,24.4333,76.28,76,0,6.51,GR,2022-06-22 20:07:54
326,Codrington,-38.2667,141.9667,51.53,95,100,14.7,AU,2022-06-22 20:07:54
327,Mala,-12.6581,-76.6308,65.44,70,52,7.45,PE,2022-06-22 20:07:55
328,Katangli,51.7102,143.2326,51.93,91,100,4.63,RU,2022-06-22 20:07:55
329,Kenai,60.5544,-151.2583,74.03,65,0,9.22,US,2022-06-22 20:07:55
330,Salinopolis,-0.6136,-47.3561,81.01,74,93,8.46,BR,2022-06-22 20:06:06
331,Plettenberg Bay,-34.0527,23.3716,63.1,61,100,5.66,ZA,2022-06-22 20:07:56
332,Vila Franca Do Campo,37.7167,-25.4333,66.61,82,59,11.83,PT,2022-06-22 20:07:59
333,Canete,-37.8,-73.4,47.64,94,100,3.47,CL,2022-06-22 20:08:00
334,Qinhuangdao,39.9317,119.5883,69.35,96,53,6.53,CN,2022-06-22 20:04:07
335,Port Hawkesbury,45.6169,-61.3485,70.59,77,6,10.0,CA,2022-06-22 20:06:51
336,Sobolevo,54.4299,31.8996,54.34,91,37,8.93,RU,2022-06-22 20:08:00
337,Aksarka,66.5606,67.7975,61.52,88,18,9.37,RU,2022-06-22 20:08:01
338,Broome,42.2506,-75.833,81.09,71,75,16.11,US,2022-06-22 20:08:01
339,Nerja,36.7585,-3.8873,77.18,55,0,3.0,ES,2022-06-22 20:08:01
340,Armacao De Pera,37.1026,-8.357,66.11,84,6,10.69,PT,2022-06-22 20:08:02
341,Esperance,-33.8667,121.9,57.78,85,0,13.31,AU,2022-06-22 20:08:02
342,Makarov,48.6333,142.8,49.35,96,100,6.29,RU,2022-06-22 20:08:02
343,Kiunga,-6.1219,141.2906,72.61,99,87,1.99,PG,2022-06-22 20:08:03
344,Bathsheba,13.2167,-59.5167,86.61,70,40,12.66,BB,2022-06-22 20:08:03
345,Dori,14.0354,-0.0345,93.76,37,34,10.85,BF,2022-06-22 20:08:03
346,Ulladulla,-35.35,150.4667,47.05,85,63,4.88,AU,2022-06-22 20:08:04
347,Berkakit,56.5807,124.7681,55.15,88,100,0.09,RU,2022-06-22 20:08:04
348,Manaure,11.7751,-72.4445,89.71,52,17,15.08,CO,2022-06-22 20:08:04
349,Nyurba,63.2842,118.3319,58.82,66,52,2.71,RU,2022-06-22 20:08:05
350,Hot Springs,34.5037,-93.0552,99.19,42,0,6.91,US,2022-06-22 20:08:05
351,Kysyl-Syr,63.8986,122.7617,60.73,71,92,4.21,RU,2022-06-22 20:08:05
352,Port Blair,11.6667,92.75,82.08,78,100,9.64,IN,2022-06-22 20:08:06
353,Meulaboh,4.1363,96.1285,75.11,90,100,5.44,ID,2022-06-22 20:07:17
354,Belmonte,-15.8631,-38.8828,74.91,79,8,6.71,BR,2022-06-22 20:08:06
355,Obo,5.3998,26.4869,71.67,78,70,3.62,CF,2022-06-22 20:08:07
356,Port Macquarie,-31.4333,152.9167,40.89,69,0,5.23,AU,2022-06-22 20:08:07
357,Riverton,40.5219,-111.9391,89.44,25,0,8.05,US,2022-06-22 20:08:07
358,Melenki,55.3343,41.6295,54.9,88,42,7.9,RU,2022-06-22 20:08:08
359,Lorengau,-2.0226,147.2712,79.57,79,51,1.57,PG,2022-06-22 20:08:08
360,Koslan,63.4564,48.8989,53.6,58,100,4.32,RU,2022-06-22 20:08:08
361,Comandau,45.7667,26.2667,51.85,66,0,3.24,RO,2022-06-22 20:08:09
362,Rocha,-34.4833,-54.3333,48.58,72,100,11.12,UY,2022-06-22 20:08:09
363,Koboko,3.4136,30.9599,64.56,83,59,3.94,UG,2022-06-22 20:08:09
364,Wanxian,30.8039,108.3897,80.04,93,100,3.13,CN,2022-06-22 20:08:10
365,Tadine,-21.55,167.8833,69.51,69,100,9.4,NC,2022-06-22 20:08:10
366,Dangriga,16.9692,-88.2321,81.45,80,100,10.31,BZ,2022-06-22 20:08:10
367,Sovetskiy,61.3614,63.5842,59.09,98,46,3.2,RU,2022-06-22 20:08:11
368,Coihaique,-45.5752,-72.0662,38.01,64,0,4.61,CL,2022-06-22 20:09:11
369,Shenzhen,22.5455,114.0683,84.27,95,31,4.76,CN,2022-06-22 20:09:11
370,Usinsk,65.9939,57.5281,50.59,80,100,13.8,RU,2022-06-22 20:09:12
371,Rawah,34.4816,41.9093,85.62,29,0,8.59,IQ,2022-06-22 20:09:12
372,Erzin,36.9559,36.2,72.86,82,0,2.71,TR,2022-06-22 20:09:12
373,Turinsk,58.0458,63.696,58.42,95,100,12.28,RU,2022-06-22 20:09:13
374,La Cruz,23.9167,-106.9,88.81,62,32,11.74,MX,2022-06-22 20:09:13
375,Becerril,9.7041,-73.2793,91.65,55,29,4.43,CO,2022-06-22 20:09:13
376,Sohbatpur,28.5202,68.5434,88.59,38,0,10.51,PK,2022-06-22 20:09:14
377,Sao Sebastiao,-23.76,-45.4097,74.44,72,1,3.2,BR,2022-06-22 20:09:14
378,Miles City,46.4083,-105.8406,83.37,28,0,10.36,US,2022-06-22 20:09:14
379,Ginir,7.1333,40.7,56.61,90,100,4.99,ET,2022-06-22 20:09:15
380,Avera,33.194,-82.5271,103.55,14,6,5.95,US,2022-06-22 20:09:15
381,Mandleshwar,22.1833,75.6667,86.56,62,91,4.03,IN,2022-06-22 20:09:15
382,Sambava,-14.2667,50.1667,68.23,75,20,13.18,MG,2022-06-22 20:09:16
383,Pietarsaari,63.65,22.6833,57.33,84,100,7.29,FI,2022-06-22 20:09:16
384,Preston,53.7667,-2.7167,66.92,88,31,3.65,GB,2022-06-22 20:04:37
385,Acari,-15.4311,-74.6158,69.33,59,8,7.87,PE,2022-06-22 20:09:17
386,Muros,42.7762,-9.0603,64.09,83,86,8.48,ES,2022-06-22 20:09:17
387,Zarubino,42.63,131.0922,59.2,99,100,9.51,RU,2022-06-22 20:09:17
388,Guerrero Negro,27.9769,-114.0611,82.9,39,0,14.25,MX,2022-06-22 20:09:18
389,Taltal,-25.4,-70.4833,59.68,54,100,4.38,CL,2022-06-22 20:09:18
390,Podlesnoye,51.8161,47.009,65.32,85,99,7.74,RU,2022-06-22 20:09:18
391,Abu Dhabi,24.4667,54.3667,90.97,63,0,9.17,AE,2022-06-22 20:07:20
392,Beba,22.4437,-79.7253,89.87,61,89,12.17,CU,2022-06-22 20:09:19
393,Nantucket,41.2835,-70.0995,71.74,79,0,14.97,US,2022-06-22 20:09:19
394,Saint-Francois,46.4154,3.9054,69.24,78,52,4.61,FR,2022-06-22 20:09:20
395,Levelland,33.5873,-102.378,91.18,22,1,13.85,US,2022-06-22 20:09:20
396,Paramonga,-10.6667,-77.8333,66.83,68,8,11.52,PE,2022-06-22 20:09:20
397,Asau,46.4333,26.4,61.72,65,73,3.69,RO,2022-06-22 20:09:21
398,Nishihara,26.1842,127.7558,80.65,94,20,6.91,JP,2022-06-22 20:09:21
399,Tongchuan,35.0806,109.0897,71.31,83,42,2.95,CN,2022-06-22 20:09:21
400,Alugan,12.2188,125.4808,80.51,81,100,5.86,PH,2022-06-22 20:09:22
401,Cobija,-11.0267,-68.7692,87.98,62,40,0.0,BO,2022-06-22 20:09:22
402,Sechura,-5.5569,-80.8222,75.07,57,19,14.5,PE,2022-06-22 20:09:22
403,Nha Trang,12.25,109.1833,78.8,85,100,5.73,VN,2022-06-22 20:06:54
404,Salekhard,66.53,66.6019,62.04,91,35,11.25,RU,2022-06-22 20:09:23
405,Noumea,-22.2763,166.4572,69.01,99,99,6.04,NC,2022-06-22 20:09:23
406,Naze,28.3667,129.4833,76.14,91,7,9.08,JP,2022-06-22 20:09:24
407,Nizhniy Chir,48.3597,43.0865,65.37,83,99,3.89,RU,2022-06-22 20:09:24
408,Liusha,27.2098,108.59,69.24,97,100,2.35,CN,2022-06-22 20:09:24
409,Samandag,36.0842,35.9771,77.52,89,16,6.38,TR,2022-06-22 20:09:25
410,Norman Wells,65.282,-126.8329,72.1,32,54,5.53,CA,2022-06-22 20:08:33
411,Chuy,-33.6971,-53.4616,50.43,64,85,12.93,UY,2022-06-22 20:09:25
412,Flin Flon,54.7682,-101.865,70.27,35,100,8.9,CA,2022-06-22 20:09:26
413,Dondo,-19.6094,34.7431,64.33,93,32,2.91,MZ,2022-06-22 20:09:26
414,Tingo Maria,-9.2895,-76.0088,85.8,45,7,4.83,PE,2022-06-22 20:10:26
415,Mackay,-21.15,149.2,53.69,80,12,12.08,AU,2022-06-22 20:10:27
416,Altay,47.8667,88.1167,69.93,36,0,8.25,CN,2022-06-22 20:10:27
417,Ndende,-2.4008,11.3581,72.32,72,28,5.88,GA,2022-06-22 20:10:27
418,Llangefni,53.2556,-4.3106,67.86,64,12,8.05,GB,2022-06-22 20:10:28
419,Hereford,52.0568,-2.7148,71.96,72,4,3.22,GB,2022-06-22 20:10:28
420,Tura,25.5198,90.2201,73.47,98,64,4.9,IN,2022-06-22 20:10:28
421,Mananara,-16.1667,49.7667,68.36,72,99,5.64,MG,2022-06-22 20:10:29
422,Espana,12.3841,122.499,81.95,76,100,4.65,PH,2022-06-22 20:10:29
423,Nueve De Julio,-35.4444,-60.8831,47.07,37,100,9.46,AR,2022-06-22 20:10:29
424,Katobu,-4.9408,122.5276,73.72,96,100,4.14,ID,2022-06-22 20:10:30
425,Pevek,69.7008,170.3133,43.72,56,100,18.07,RU,2022-06-22 20:10:30
426,Batagay-Alyta,67.8006,130.4114,41.41,84,97,1.45,RU,2022-06-22 20:10:30
427,Ballarat,-37.5662,143.8496,47.16,95,97,7.2,AU,2022-06-22 20:10:31
428,Okoneshnikovo,54.8377,75.0834,58.8,83,19,11.63,RU,2022-06-22 20:10:31
429,Khandbari,27.3747,87.2039,72.3,95,71,0.47,NP,2022-06-22 20:10:31
430,Tuatapere,-46.1333,167.6833,36.39,76,100,4.74,NZ,2022-06-22 20:10:32
431,Berlevag,70.8578,29.0864,42.8,93,100,6.91,NO,2022-06-22 20:10:32
432,Maua,-23.6678,-46.4614,78.6,44,4,7.72,BR,2022-06-22 20:10:32
433,Carutapera,-1.195,-46.02,77.23,91,100,7.4,BR,2022-06-22 20:10:33
434,Waingapu,-9.6567,120.2641,76.8,77,10,15.03,ID,2022-06-22 20:10:33
435,Shakhunya,57.6758,46.6114,52.21,93,31,6.42,RU,2022-06-22 20:10:33
436,Jinan,36.6683,116.9972,80.37,88,100,4.68,CN,2022-06-22 20:10:34
437,Iracoubo,5.4802,-53.2011,80.49,80,41,6.87,GF,2022-06-22 20:10:34
438,Soe,-9.8607,124.284,63.5,85,99,5.23,ID,2022-06-22 20:10:34
439,Tilichiki,60.4667,166.1,44.15,98,100,1.54,RU,2022-06-22 20:10:35
440,Larsnes,62.2028,5.5773,59.41,86,100,17.07,NO,2022-06-22 20:10:38
441,Lazaro Cardenas,17.9583,-102.2,82.4,70,100,6.04,MX,2022-06-22 20:10:39
442,Mezen,65.8522,44.24,42.57,80,2,5.21,RU,2022-06-22 20:10:39
443,Beloha,-25.1667,45.05,61.81,67,68,12.53,MG,2022-06-22 20:10:39
444,Zyryanka,65.75,150.85,59.52,60,100,13.71,RU,2022-06-22 20:10:40
445,Raga,8.4596,25.678,78.91,58,78,4.94,SS,2022-06-22 20:10:40
446,Enshi,30.3,109.4833,75.09,96,100,1.57,CN,2022-06-22 20:10:40
447,Dunedin,-45.8742,170.5036,41.81,70,61,4.07,NZ,2022-06-22 20:10:15
448,Kyra,49.5776,111.9753,52.41,90,65,7.52,RU,2022-06-22 20:10:41
449,Barahona,18.2085,-71.1008,89.42,66,40,16.11,DO,2022-06-22 20:10:41
450,Kedrovyy,56.1667,91.8167,61.21,97,53,4.23,RU,2022-06-22 20:10:41
451,Totness,5.8833,-56.3167,81.19,78,29,8.1,SR,2022-06-22 20:10:42
452,Hoopstad,-27.8327,25.9083,54.73,64,98,9.86,ZA,2022-06-22 20:10:42
453,Great Yarmouth,52.6083,1.7305,64.42,85,24,7.54,GB,2022-06-22 20:09:04
454,Skhisma,35.2667,25.7167,79.84,53,0,6.51,GR,2022-06-22 20:10:42
455,Ndele,8.4109,20.6473,70.97,92,93,3.94,CF,2022-06-22 20:10:43
456,Tombouctou,20.0,-3.0,99.21,14,81,6.89,ML,2022-06-22 20:10:43
457,Puyo,-1.4667,-77.9833,69.04,94,100,2.3,EC,2022-06-22 20:10:43
458,Tessalit,20.1986,1.0114,100.87,9,99,8.93,ML,2022-06-22 20:10:44
459,Kudahuvadhoo,2.6708,72.8944,83.35,71,72,4.61,MV,2022-06-22 20:10:44
460,Omsukchan,62.5333,155.8,44.37,90,81,10.58,RU,2022-06-22 20:11:45
461,Jacareacanga,-6.2222,-57.7528,90.68,36,20,3.71,BR,2022-06-22 20:11:45
462,Pangoa,-12.1167,-73.0,78.48,62,89,3.13,PE,2022-06-22 20:11:45
463,Vaxjo,56.8777,14.8091,57.25,90,40,8.05,SE,2022-06-22 20:11:46
464,Port Moresby,-9.4431,147.1797,74.46,91,99,9.04,PG,2022-06-22 20:11:46
465,Phalombe,-15.8064,35.6507,57.16,87,2,3.65,MW,2022-06-22 20:11:46
466,Half Moon Bay,37.4636,-122.4286,101.88,46,40,14.97,US,2022-06-22 20:11:47
467,Japura,-0.3167,102.35,72.99,99,97,2.59,ID,2022-06-22 20:11:47
468,Inhapim,-19.5492,-42.12,71.55,59,4,3.56,BR,2022-06-22 20:11:47
469,Pangnirtung,66.1451,-65.7125,50.25,59,4,1.14,CA,2022-06-22 20:11:48
470,Valdivia,-39.8142,-73.2459,46.49,72,100,3.13,CL,2022-06-22 20:11:48
471,Glendive,47.1053,-104.7125,83.7,36,0,16.11,US,2022-06-22 20:11:48
472,Hami,42.8,93.45,85.39,11,1,7.96,CN,2022-06-22 20:11:49
473,Gallipoli,40.4103,26.6708,75.13,68,53,3.2,TR,2022-06-22 20:11:49
474,Vidor,30.1316,-94.0155,95.09,44,78,1.97,US,2022-06-22 20:11:45
475,Juneau,58.3019,-134.4197,54.21,93,100,3.44,US,2022-06-22 20:09:55
476,Pangody,65.85,74.4859,66.15,71,5,9.24,RU,2022-06-22 20:11:50
477,Jacqueville,5.2052,-4.4146,77.85,83,100,9.73,CI,2022-06-22 20:11:50
478,Falun,60.6036,15.626,61.95,81,89,6.29,SE,2022-06-22 20:11:50
479,Nicolas Bravo,18.45,-88.9167,90.14,46,11,6.89,MX,2022-06-22 20:11:51
480,San Buenaventura,27.0833,-101.5333,93.47,45,75,9.22,MX,2022-06-22 20:11:51
481,Omboue,-1.5746,9.2618,70.52,83,10,7.85,GA,2022-06-22 20:11:51
482,Vostok,46.4856,135.8833,54.48,98,100,3.94,RU,2022-06-22 20:11:52
483,Gamba,-2.65,10.0,69.49,85,14,7.05,GA,2022-06-22 20:11:52
484,Yulara,-25.2406,130.9889,50.36,54,0,7.67,AU,2022-06-22 20:11:52
485,Fare,-16.7,-151.0167,80.35,65,4,11.72,PF,2022-06-22 20:11:53
486,Tahe,52.3333,124.7333,56.07,99,80,0.47,CN,2022-06-22 20:11:53
487,Naron,43.5167,-8.1528,62.6,92,100,3.83,ES,2022-06-22 20:11:53
488,Puerto Baquerizo Moreno,-0.9,-89.6,76.19,73,75,11.5,EC,2022-06-22 20:11:54
489,Bacolod,10.6667,122.95,78.17,82,96,3.76,PH,2022-06-22 20:11:54
490,Cuajinicuilapa,16.4667,-98.4167,80.58,78,100,7.25,MX,2022-06-22 20:11:54
491,Nhulunbuy,-12.2333,136.7667,77.61,65,40,17.27,AU,2022-06-22 20:11:55
492,Huanan,46.2167,130.5167,63.66,92,100,3.94,CN,2022-06-22 20:11:55
493,Along,28.1667,94.7667,74.05,99,99,1.25,IN,2022-06-22 20:11:57
494,Lagoa,39.05,-27.9833,64.33,84,100,15.64,PT,2022-06-22 20:11:57
495,Constitucion,-35.3333,-72.4167,54.61,79,100,11.5,CL,2022-06-22 20:11:58
496,Marsh Harbour,26.5412,-77.0636,78.53,56,100,13.47,BS,2022-06-22 20:11:58
497,Rio Verde De Mato Grosso,-18.9181,-54.8442,85.51,40,7,4.43,BR,2022-06-22 20:11:59
498,Saint-Augustin,51.226,-58.6502,56.17,72,100,15.08,CA,2022-06-22 20:11:59
499,Ararat,39.8317,44.7049,64.74,59,94,5.41,AM,2022-06-22 20:11:59
500,Semey,50.4111,80.2275,74.5,35,0,8.63,KZ,2022-06-22 20:12:00
501,Moerai,-22.4333,-151.3333,76.96,75,58,14.54,PF,2022-06-22 20:12:00
502,Minab,27.1467,57.0801,88.2,75,0,8.72,IR,2022-06-22 20:12:00
503,Lasa,46.6166,10.7002,62.69,92,79,3.42,IT,2022-06-22 20:12:01
504,Burnie,-41.0667,145.9167,53.42,90,98,9.62,AU,2022-06-22 20:13:01
505,Kurush,41.2841,47.8345,48.11,75,99,3.11,RU,2022-06-22 20:13:01
506,Vardo,70.3705,31.1107,44.58,93,75,10.36,NO,2022-06-22 20:13:02
507,Bandar,2.05,99.75,72.99,99,100,1.97,ID,2022-06-22 20:13:02
508,Yaan,7.3833,8.5667,76.28,82,52,6.29,NG,2022-06-22 20:13:02
509,Inhambane,-23.865,35.3833,69.04,70,100,11.14,MZ,2022-06-22 20:13:03
510,Verkhnetulomskiy,68.6073,31.7962,53.73,80,54,5.82,RU,2022-06-22 20:13:07
511,Helena,46.5927,-112.0361,83.25,34,0,8.01,US,2022-06-22 20:11:11
512,Danville,36.586,-79.395,95.09,47,0,8.05,US,2022-06-22 20:13:07
513,Nizwa,22.9333,57.5333,87.51,51,0,7.63,OM,2022-06-22 20:13:08
514,Kitimat,54.0524,-128.6534,55.9,63,98,4.0,CA,2022-06-22 20:13:08
515,Bubaque,11.2833,-15.8333,82.22,81,98,15.26,GW,2022-06-22 20:13:08
516,Aspindza,41.5739,43.2483,55.33,93,100,2.68,GE,2022-06-22 20:13:09
517,Marzuq,14.4,46.4667,85.06,31,100,5.21,YE,2022-06-22 20:13:09
518,Sabang,5.8933,95.3214,81.68,77,100,16.55,ID,2022-06-22 20:13:09
519,Jawhar,2.7809,45.5005,74.23,84,98,13.82,SO,2022-06-22 20:10:29
520,Kotka,60.4664,26.9458,61.86,82,100,8.48,FI,2022-06-22 20:13:10
521,Alice Town,25.7167,-79.3,80.08,67,100,16.08,BS,2022-06-22 20:13:10
522,Jahazpur,25.6167,75.2833,87.53,47,0,6.91,IN,2022-06-22 20:13:11
523,Riyadh,24.6877,46.7219,102.34,8,9,6.67,SA,2022-06-22 20:12:34
524,Sibu,2.3,111.8167,73.33,99,100,2.1,MY,2022-06-22 20:13:11
525,Floriano,-6.7669,-43.0225,89.64,26,0,5.21,BR,2022-06-22 20:13:11
526,Marrakesh,31.6315,-8.0083,80.67,36,0,12.66,MA,2022-06-22 20:13:12
527,Stornoway,58.2093,-6.3865,55.92,87,100,9.22,GB,2022-06-22 20:13:12
528,Canyon,34.9803,-101.9188,94.51,26,21,15.23,US,2022-06-22 20:13:12
529,Baghdad,33.3406,44.4009,87.49,28,0,1.52,IQ,2022-06-22 20:09:56
530,Jinxiang,27.4327,120.6062,76.1,94,57,9.89,CN,2022-06-22 20:13:13
531,Birmitrapur,22.4,84.7667,76.95,78,100,0.81,IN,2022-06-22 20:13:13
532,Varhaug,58.6147,5.6457,56.86,93,100,5.5,NO,2022-06-22 20:13:13
533,Najran,17.4924,44.1277,83.34,40,100,6.04,SA,2022-06-22 20:13:14
534,Mongo,12.1844,18.693,81.66,57,95,8.95,TD,2022-06-22 20:13:14
535,Manado,1.487,124.8455,72.37,100,40,1.14,ID,2022-06-22 20:13:15
536,Lac Du Bonnet,50.2536,-96.0612,73.36,48,1,9.53,CA,2022-06-22 20:13:15
537,Verkhnyaya Inta,65.9811,60.3094,49.77,98,100,10.29,RU,2022-06-22 20:13:15
538,Terrace Bay,48.7834,-87.1,59.14,54,0,12.68,CA,2022-06-22 20:13:15
539,Haines Junction,60.7522,-137.5108,56.28,70,100,5.12,CA,2022-06-22 20:13:16
540,Eureka,40.8021,-124.1637,73.13,70,13,5.99,US,2022-06-22 20:13:16
541,Matay,28.419,30.7792,84.0,34,0,16.11,EG,2022-06-22 20:13:16
542,Awjilah,29.1081,21.2869,86.76,21,0,8.23,LY,2022-06-22 20:13:17
543,Ovalle,-30.5983,-71.2003,63.97,43,94,12.01,CL,2022-06-22 20:13:17
544,Gadwal,16.2333,77.8,81.79,63,91,12.68,IN,2022-06-22 20:13:18
545,Yeniseysk,58.4497,92.1703,56.93,94,100,4.61,RU,2022-06-22 20:13:18
546,Chiredzi,-21.05,31.6667,59.67,77,0,5.91,ZW,2022-06-22 20:13:18
547,Araouane,18.9048,-3.5265,101.26,16,34,6.26,ML,2022-06-22 20:13:19
548,Aswan,24.0934,32.907,86.5,21,0,14.45,EG,2022-06-22 20:13:19
549,San Jose,37.3394,-121.895,101.84,23,20,11.5,US,2022-06-22 20:08:58
550,Atherton,53.5237,-2.4935,66.74,67,47,1.01,GB,2022-06-22 20:13:19
551,Touros,-5.1989,-35.4608,77.67,83,100,9.6,BR,2022-06-22 20:10:42
552,Luwuk,-0.9516,122.7875,76.24,90,100,4.23,ID,2022-06-22 20:13:20
553,Hazorasp,41.3194,61.0742,73.24,16,0,5.99,UZ,2022-06-22 20:13:20
554,Lyngseidet,69.5763,20.2189,46.4,71,100,9.04,NO,2022-06-22 20:14:21
555,Frontera,26.9333,-101.45,92.32,45,75,9.22,MX,2022-06-22 20:14:21
556,Santa Maria,-29.6842,-53.8069,57.15,98,100,5.73,BR,2022-06-22 20:14:21
557,Culpeper,38.5004,-77.9664,85.84,91,75,5.75,US,2022-06-22 20:14:22
558,Saint-Pierre,-21.3393,55.4781,65.88,59,0,11.5,RE,2022-06-22 20:14:22
559,Nova Olinda Do Norte,-3.8881,-59.0942,90.48,43,16,3.27,BR,2022-06-22 20:14:22
560,Roald,62.5833,6.1333,58.33,94,75,20.71,NO,2022-06-22 20:14:23
561,Boa Vista,2.8197,-60.6733,84.18,65,75,8.05,BR,2022-06-22 20:14:23
562,Buta,2.7858,24.73,70.05,99,42,0.96,CD,2022-06-22 20:14:23
563,Xuddur,4.1213,43.8894,74.32,71,100,15.66,SO,2022-06-22 20:14:24
564,Santa Cruz,-17.8,-63.1667,84.25,48,40,20.71,BO,2022-06-22 20:09:29
565,Calama,-22.4667,-68.9333,63.09,12,0,26.46,CL,2022-06-22 20:14:18
566,Navirai,-23.065,-54.1906,77.2,65,2,5.79,BR,2022-06-22 20:14:24
567,Mumford,5.2618,-0.759,74.61,91,100,9.33,GH,2022-06-22 20:14:25
568,Rio Grande,-32.035,-52.0986,57.31,93,100,17.58,BR,2022-06-22 20:14:25
569,Millinocket,45.6573,-68.7098,72.41,43,0,10.36,US,2022-06-22 20:14:25
570,Kurume,33.3167,130.5167,78.67,83,18,3.0,JP,2022-06-22 20:14:26
571,Caala,-12.8525,15.5606,56.41,37,0,3.65,AO,2022-06-22 20:14:26
572,Ubajara,-3.8544,-40.9211,71.94,67,67,4.34,BR,2022-06-22 20:14:26
573,Marica,-22.9194,-42.8186,79.48,72,2,5.95,BR,2022-06-22 20:14:27
574,Pop,40.8736,71.1089,73.89,57,100,8.41,UZ,2022-06-22 20:14:27
575,Vung Tau,10.346,107.0843,80.73,79,100,2.53,VN,2022-06-22 20:14:27
576,Menongue,-14.6585,17.691,58.28,38,1,2.66,AO,2022-06-22 20:14:28
577,Balkanabat,39.5108,54.3671,91.87,15,51,26.02,TM,2022-06-22 20:14:28
578,Pabbi,34.0106,71.7989,74.08,46,93,8.75,PK,2022-06-22 20:14:28
579,Uyuni,-20.4597,-66.825,48.02,12,4,21.23,BO,2022-06-22 20:14:29
